,frequency,frequency_ham,frequency_spam,P(word),P(word|ham),P(word|spam)
ralli,22,20,2,6.385269763135516e-05,8.029323087917073e-05,2.0952061682869596e-05
ingredi,22,1,21,6.385269763135516e-05,4.014661543958536e-06,0.00021999664767013074
palmer,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
cove,22,20,2,6.385269763135516e-05,8.029323087917073e-05,2.0952061682869596e-05
prioriti,22,12,10,6.385269763135516e-05,4.817593852750244e-05,0.00010476030841434797
surpris,22,6,16,6.385269763135516e-05,2.408796926375122e-05,0.00016761649346295676
portal,22,13,9,6.385269763135516e-05,5.219060007146097e-05,9.428427757291318e-05
optim,22,18,4,6.385269763135516e-05,7.226390779125366e-05,4.190412336573919e-05
dyth,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
catherin,22,5,17,6.385269763135516e-05,2.0073307719792683e-05,0.00017809252430439154
denni,22,18,4,6.385269763135516e-05,7.226390779125366e-05,4.190412336573919e-05
hlavati,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
accordingli,22,16,6,6.385269763135516e-05,6.423458470333658e-05,6.285618504860878e-05
embed,22,18,4,6.385269763135516e-05,7.226390779125366e-05,4.190412336573919e-05
tglo,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
milwauke,22,21,1,6.385269763135516e-05,8.430789242312927e-05,1.0476030841434798e-05
apolog,22,13,9,6.385269763135516e-05,5.219060007146097e-05,9.428427757291318e-05
engel,22,20,2,6.385269763135516e-05,8.029323087917073e-05,2.0952061682869596e-05
tobe,22,15,7,6.385269763135516e-05,6.021992315937805e-05,7.333221589004358e-05
fortun,22,6,16,6.385269763135516e-05,2.408796926375122e-05,0.00016761649346295676
farm,22,6,16,6.385269763135516e-05,2.408796926375122e-05,0.00016761649346295676
lui,22,20,2,6.385269763135516e-05,8.029323087917073e-05,2.0952061682869596e-05
spec,22,20,2,6.385269763135516e-05,8.029323087917073e-05,2.0952061682869596e-05
shortli,22,14,8,6.385269763135516e-05,5.6205261615419515e-05,8.380824673147838e-05
heavi,22,8,14,6.385269763135516e-05,3.211729235166829e-05,0.00014666443178008715
formerli,22,15,7,6.385269763135516e-05,6.021992315937805e-05,7.333221589004358e-05
song,22,11,11,6.385269763135516e-05,4.41612769835439e-05,0.00011523633925578277
seri,22,12,10,6.385269763135516e-05,4.817593852750244e-05,0.00010476030841434797
infrastructur,22,7,15,6.385269763135516e-05,2.8102630807709757e-05,0.00015714046262152196
feed,22,15,7,6.385269763135516e-05,6.021992315937805e-05,7.333221589004358e-05
sooner,22,18,4,6.385269763135516e-05,7.226390779125366e-05,4.190412336573919e-05
ll,22,0,22,6.385269763135516e-05,0.0,0.00023047267851156555
subscript,22,6,16,6.385269763135516e-05,2.408796926375122e-05,0.00016761649346295676
indianapoli,22,1,21,6.385269763135516e-05,4.014661543958536e-06,0.00021999664767013074
modem,22,15,7,6.385269763135516e-05,6.021992315937805e-05,7.333221589004358e-05
difficult,22,14,8,6.385269763135516e-05,5.6205261615419515e-05,8.380824673147838e-05
winter,22,17,5,6.385269763135516e-05,6.824924624729513e-05,5.2380154207173984e-05
fletcher,22,8,14,6.385269763135516e-05,3.211729235166829e-05,0.00014666443178008715
compil,22,16,6,6.385269763135516e-05,6.423458470333658e-05,6.285618504860878e-05
ooo,22,1,21,6.385269763135516e-05,4.014661543958536e-06,0.00021999664767013074
ine,22,5,17,6.385269763135516e-05,2.0073307719792683e-05,0.00017809252430439154
amelia,22,21,1,6.385269763135516e-05,8.430789242312927e-05,1.0476030841434798e-05
employ,22,13,9,6.385269763135516e-05,5.219060007146097e-05,9.428427757291318e-05
pond,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
vote,22,15,7,6.385269763135516e-05,6.021992315937805e-05,7.333221589004358e-05
inquiri,22,20,2,6.385269763135516e-05,8.029323087917073e-05,2.0952061682869596e-05
caribbean,22,3,19,6.385269763135516e-05,1.204398463187561e-05,0.00019904458598726116
offset,22,17,5,6.385269763135516e-05,6.824924624729513e-05,5.2380154207173984e-05
macintosh,22,0,22,6.385269763135516e-05,0.0,0.00023047267851156555
der,22,0,22,6.385269763135516e-05,0.0,0.00023047267851156555
segment,22,9,13,6.385269763135516e-05,3.613195389562683e-05,0.00013618840093865237
newsiett,22,0,22,6.385269763135516e-05,0.0,0.00023047267851156555
ion,22,2,20,6.385269763135516e-05,8.029323087917072e-06,0.00020952061682869594
eddi,22,14,8,6.385269763135516e-05,5.6205261615419515e-05,8.380824673147838e-05
jack,22,16,6,6.385269763135516e-05,6.423458470333658e-05,6.285618504860878e-05
shape,22,3,19,6.385269763135516e-05,1.204398463187561e-05,0.00019904458598726116
deriv,22,13,9,6.385269763135516e-05,5.219060007146097e-05,9.428427757291318e-05
australia,22,8,14,6.385269763135516e-05,3.211729235166829e-05,0.00014666443178008715
nelson,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
incur,22,9,13,6.385269763135516e-05,3.613195389562683e-05,0.00013618840093865237
wagner,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
omit,22,1,21,6.385269763135516e-05,4.014661543958536e-06,0.00021999664767013074
whose,22,9,13,6.385269763135516e-05,3.613195389562683e-05,0.00013618840093865237
ecf,22,22,0,6.385269763135516e-05,8.83225539670878e-05,0.0
therein,22,1,21,6.385269763135516e-05,4.014661543958536e-06,0.00021999664767013074
audio,22,7,15,6.385269763135516e-05,2.8102630807709757e-05,0.00015714046262152196
task,21,13,8,6.0950302284475375e-05,5.219060007146097e-05,8.380824673147838e-05
boat,21,13,8,6.0950302284475375e-05,5.219060007146097e-05,8.380824673147838e-05
dose,21,0,21,6.0950302284475375e-05,0.0,0.00021999664767013074
lo,21,5,16,6.0950302284475375e-05,2.0073307719792683e-05,0.00016761649346295676
superior,21,14,7,6.0950302284475375e-05,5.6205261615419515e-05,7.333221589004358e-05
onto,21,4,17,6.0950302284475375e-05,1.6058646175834145e-05,0.00017809252430439154
alland,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
tennesse,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
worldnet,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
thorough,21,4,17,6.0950302284475375e-05,1.6058646175834145e-05,0.00017809252430439154
failur,21,7,14,6.0950302284475375e-05,2.8102630807709757e-05,0.00014666443178008715
regali,21,0,21,6.0950302284475375e-05,0.0,0.00021999664767013074
dayegpfc,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
comprehens,21,3,18,6.0950302284475375e-05,1.204398463187561e-05,0.00018856855514582635
driscol,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
ifhsc,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
exceed,21,11,10,6.0950302284475375e-05,4.41612769835439e-05,0.00010476030841434797
sugar,21,10,11,6.0950302284475375e-05,4.014661543958537e-05,0.00011523633925578277
flw,21,18,3,6.0950302284475375e-05,7.226390779125366e-05,3.142809252430439e-05
grand,21,13,8,6.0950302284475375e-05,5.219060007146097e-05,8.380824673147838e-05
alcohol,21,0,21,6.0950302284475375e-05,0.0,0.00021999664767013074
porn,21,0,21,6.0950302284475375e-05,0.0,0.00021999664767013074
gerald,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
cri,21,3,18,6.0950302284475375e-05,1.204398463187561e-05,0.00018856855514582635
felip,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
messeng,21,18,3,6.0950302284475375e-05,7.226390779125366e-05,3.142809252430439e-05
codi,21,19,2,6.0950302284475375e-05,7.62785693352122e-05,2.0952061682869596e-05
manner,21,8,13,6.0950302284475375e-05,3.211729235166829e-05,0.00013618840093865237
emot,21,1,20,6.0950302284475375e-05,4.014661543958536e-06,0.00020952061682869594
ton,21,3,18,6.0950302284475375e-05,1.204398463187561e-05,0.00018856855514582635
colorado,21,17,4,6.0950302284475375e-05,6.824924624729513e-05,4.190412336573919e-05
visual,21,1,20,6.0950302284475375e-05,4.014661543958536e-06,0.00020952061682869594
campo,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
encod,21,2,19,6.0950302284475375e-05,8.029323087917072e-06,0.00019904458598726116
skin,21,4,17,6.0950302284475375e-05,1.6058646175834145e-05,0.00017809252430439154
smi,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
essenti,21,13,8,6.0950302284475375e-05,5.219060007146097e-05,8.380824673147838e-05
enrol,21,17,4,6.0950302284475375e-05,6.824924624729513e-05,4.190412336573919e-05
neg,21,6,15,6.0950302284475375e-05,2.408796926375122e-05,0.00015714046262152196
cowtrap,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
neither,21,4,17,6.0950302284475375e-05,1.6058646175834145e-05,0.00017809252430439154
ward,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
basic,21,13,8,6.0950302284475375e-05,5.219060007146097e-05,8.380824673147838e-05
formosa,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
armstrong,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
awesom,21,3,18,6.0950302284475375e-05,1.204398463187561e-05,0.00018856855514582635
judg,21,5,16,6.0950302284475375e-05,2.0073307719792683e-05,0.00016761649346295676
folk,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
pig,21,19,2,6.0950302284475375e-05,7.62785693352122e-05,2.0952061682869596e-05
straight,21,5,16,6.0950302284475375e-05,2.0073307719792683e-05,0.00016761649346295676
enronavailso,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
bowl,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
privileg,21,14,7,6.0950302284475375e-05,5.6205261615419515e-05,7.333221589004358e-05
beemer,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
sylvia,21,19,2,6.0950302284475375e-05,7.62785693352122e-05,2.0952061682869596e-05
meknow,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
kristin,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
vintag,21,18,3,6.0950302284475375e-05,7.226390779125366e-05,3.142809252430439e-05
theremain,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
ring,21,11,10,6.0950302284475375e-05,4.41612769835439e-05,0.00010476030841434797
physician,21,2,19,6.0950302284475375e-05,8.029323087917072e-06,0.00019904458598726116
andi,21,15,6,6.0950302284475375e-05,6.021992315937805e-05,6.285618504860878e-05
trial,21,2,19,6.0950302284475375e-05,8.029323087917072e-06,0.00019904458598726116
rise,21,6,15,6.0950302284475375e-05,2.408796926375122e-05,0.00015714046262152196
padr,21,19,2,6.0950302284475375e-05,7.62785693352122e-05,2.0952061682869596e-05
sanchez,21,20,1,6.0950302284475375e-05,8.029323087917073e-05,1.0476030841434798e-05
ffffffstrongfont,21,0,21,6.0950302284475375e-05,0.0,0.00021999664767013074
reveal,21,6,15,6.0950302284475375e-05,2.408796926375122e-05,0.00015714046262152196
wellheadportfolio,21,21,0,6.0950302284475375e-05,8.430789242312927e-05,0.0
challeng,21,9,12,6.0950302284475375e-05,3.613195389562683e-05,0.00012571237009721757
feet,21,3,18,6.0950302284475375e-05,1.204398463187561e-05,0.00018856855514582635
fuck,21,0,21,6.0950302284475375e-05,0.0,0.00021999664767013074
retain,20,14,6,5.8047906937595596e-05,5.6205261615419515e-05,6.285618504860878e-05
cognit,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
row,20,11,9,5.8047906937595596e-05,4.41612769835439e-05,9.428427757291318e-05
clay,20,17,3,5.8047906937595596e-05,6.824924624729513e-05,3.142809252430439e-05
leadership,20,17,3,5.8047906937595596e-05,6.824924624729513e-05,3.142809252430439e-05
prozac,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
weekli,20,13,7,5.8047906937595596e-05,5.219060007146097e-05,7.333221589004358e-05
londonoutag,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
mgmt,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
pleaselet,20,18,2,5.8047906937595596e-05,7.226390779125366e-05,2.0952061682869596e-05
debug,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
oss,20,17,3,5.8047906937595596e-05,6.824924624729513e-05,3.142809252430439e-05
deserv,20,3,17,5.8047906937595596e-05,1.204398463187561e-05,0.00017809252430439154
militari,20,3,17,5.8047906937595596e-05,1.204398463187561e-05,0.00017809252430439154
nigeria,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
kingwood,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
tee,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
inact,20,16,4,5.8047906937595596e-05,6.423458470333658e-05,4.190412336573919e-05
luther,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
sep,20,15,5,5.8047906937595596e-05,6.021992315937805e-05,5.2380154207173984e-05
greatest,20,12,8,5.8047906937595596e-05,4.817593852750244e-05,8.380824673147838e-05
matur,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
patienc,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
bigger,20,3,17,5.8047906937595596e-05,1.204398463187561e-05,0.00017809252430439154
pure,20,15,5,5.8047906937595596e-05,6.021992315937805e-05,5.2380154207173984e-05
absenc,20,15,5,5.8047906937595596e-05,6.021992315937805e-05,5.2380154207173984e-05
antiviru,20,2,18,5.8047906937595596e-05,8.029323087917072e-06,0.00018856855514582635
reform,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
clarifi,20,18,2,5.8047906937595596e-05,7.226390779125366e-05,2.0952061682869596e-05
rusti,20,17,3,5.8047906937595596e-05,6.824924624729513e-05,3.142809252430439e-05
favor,20,3,17,5.8047906937595596e-05,1.204398463187561e-05,0.00017809252430439154
michel,20,15,5,5.8047906937595596e-05,6.021992315937805e-05,5.2380154207173984e-05
submiss,20,8,12,5.8047906937595596e-05,3.211729235166829e-05,0.00012571237009721757
equival,20,2,18,5.8047906937595596e-05,8.029323087917072e-06,0.00018856855514582635
thenext,20,17,3,5.8047906937595596e-05,6.824924624729513e-05,3.142809252430439e-05
truli,20,12,8,5.8047906937595596e-05,4.817593852750244e-05,8.380824673147838e-05
cole,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
connevey,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
ellenberg,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
faster,20,10,10,5.8047906937595596e-05,4.014661543958537e-05,0.00010476030841434797
acr,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
ambien,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
core,20,13,7,5.8047906937595596e-05,5.219060007146097e-05,7.333221589004358e-05
twenti,20,2,18,5.8047906937595596e-05,8.029323087917072e-06,0.00018856855514582635
dfrom,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
graham,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
bold,20,4,16,5.8047906937595596e-05,1.6058646175834145e-05,0.00016761649346295676
li,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
dick,20,13,7,5.8047906937595596e-05,5.219060007146097e-05,7.333221589004358e-05
jump,20,4,16,5.8047906937595596e-05,1.6058646175834145e-05,0.00016761649346295676
roger,20,15,5,5.8047906937595596e-05,6.021992315937805e-05,5.2380154207173984e-05
tiger,20,3,17,5.8047906937595596e-05,1.204398463187561e-05,0.00017809252430439154
recogn,20,14,6,5.8047906937595596e-05,5.6205261615419515e-05,6.285618504860878e-05
lucki,20,3,17,5.8047906937595596e-05,1.204398463187561e-05,0.00017809252430439154
lift,20,9,11,5.8047906937595596e-05,3.613195389562683e-05,0.00011523633925578277
adipren,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
re,20,14,6,5.8047906937595596e-05,5.6205261615419515e-05,6.285618504860878e-05
hurri,20,8,12,5.8047906937595596e-05,3.211729235166829e-05,0.00012571237009721757
mon,20,8,12,5.8047906937595596e-05,3.211729235166829e-05,0.00012571237009721757
declar,20,4,16,5.8047906937595596e-05,1.6058646175834145e-05,0.00016761649346295676
batteri,20,5,15,5.8047906937595596e-05,2.0073307719792683e-05,0.00015714046262152196
trisha,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
genuin,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
solmonson,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
doug,20,18,2,5.8047906937595596e-05,7.226390779125366e-05,2.0952061682869596e-05
nobodi,20,10,10,5.8047906937595596e-05,4.014661543958537e-05,0.00010476030841434797
sunsail,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
interst,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
contractu,20,12,8,5.8047906937595596e-05,4.817593852750244e-05,8.380824673147838e-05
elli,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
thompsonvil,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
inter,20,16,4,5.8047906937595596e-05,6.423458470333658e-05,4.190412336573919e-05
dorcheu,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
construct,20,12,8,5.8047906937595596e-05,4.817593852750244e-05,8.380824673147838e-05
samuel,20,15,5,5.8047906937595596e-05,6.021992315937805e-05,5.2380154207173984e-05
litig,20,4,16,5.8047906937595596e-05,1.6058646175834145e-05,0.00016761649346295676
offsystem,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
denver,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
blow,20,9,11,5.8047906937595596e-05,3.613195389562683e-05,0.00011523633925578277
upstream,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
shoot,20,5,15,5.8047906937595596e-05,2.0073307719792683e-05,0.00015714046262152196
volatil,20,13,7,5.8047906937595596e-05,5.219060007146097e-05,7.333221589004358e-05
pharmaceut,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
machin,20,4,16,5.8047906937595596e-05,1.6058646175834145e-05,0.00016761649346295676
admin,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
messagethi,20,0,20,5.8047906937595596e-05,0.0,0.00020952061682869594
samson,20,19,1,5.8047906937595596e-05,7.62785693352122e-05,1.0476030841434798e-05
gossett,20,20,0,5.8047906937595596e-05,8.029323087917073e-05,0.0
pian,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
sens,19,13,6,5.5145511590715816e-05,5.219060007146097e-05,6.285618504860878e-05
joan,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
scada,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
compiet,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
giron,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
beiiev,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
estat,19,6,13,5.5145511590715816e-05,2.408796926375122e-05,0.00013618840093865237
magazin,19,9,10,5.5145511590715816e-05,3.613195389562683e-05,0.00010476030841434797
acrobat,19,2,17,5.5145511590715816e-05,8.029323087917072e-06,0.00017809252430439154
senat,19,16,3,5.5145511590715816e-05,6.423458470333658e-05,3.142809252430439e-05
tip,19,11,8,5.5145511590715816e-05,4.41612769835439e-05,8.380824673147838e-05
intel,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
moor,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
background,19,6,13,5.5145511590715816e-05,2.408796926375122e-05,0.00013618840093865237
label,19,10,9,5.5145511590715816e-05,4.014661543958537e-05,9.428427757291318e-05
subsidiari,19,7,12,5.5145511590715816e-05,2.8102630807709757e-05,0.00012571237009721757
led,19,8,11,5.5145511590715816e-05,3.211729235166829e-05,0.00011523633925578277
payabl,19,15,4,5.5145511590715816e-05,6.021992315937805e-05,4.190412336573919e-05
somewher,19,15,4,5.5145511590715816e-05,6.021992315937805e-05,4.190412336573919e-05
cynthiahakemack,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
anyquest,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
baker,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
cat,19,2,17,5.5145511590715816e-05,8.029323087917072e-06,0.00017809252430439154
shouid,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
hm,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
tour,19,13,6,5.5145511590715816e-05,5.219060007146097e-05,6.285618504860878e-05
discreet,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
bulk,19,1,18,5.5145511590715816e-05,4.014661543958536e-06,0.00018856855514582635
aris,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
retriev,19,16,3,5.5145511590715816e-05,6.423458470333658e-05,3.142809252430439e-05
hunt,19,15,4,5.5145511590715816e-05,6.021992315937805e-05,4.190412336573919e-05
liabil,19,14,5,5.5145511590715816e-05,5.6205261615419515e-05,5.2380154207173984e-05
whenev,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
cashout,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
perez,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
bonu,19,5,14,5.5145511590715816e-05,2.0073307719792683e-05,0.00014666443178008715
soar,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
bay,19,3,16,5.5145511590715816e-05,1.204398463187561e-05,0.00016761649346295676
gregori,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
incorrectli,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
cavern,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
economi,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
numer,19,7,12,5.5145511590715816e-05,2.8102630807709757e-05,0.00012571237009721757
coverag,19,14,5,5.5145511590715816e-05,5.6205261615419515e-05,5.2380154207173984e-05
nine,19,2,17,5.5145511590715816e-05,8.029323087917072e-06,0.00017809252430439154
journal,19,10,9,5.5145511590715816e-05,4.014661543958537e-05,9.428427757291318e-05
keith,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
andrew,19,13,6,5.5145511590715816e-05,5.219060007146097e-05,6.285618504860878e-05
bobfrom,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
mime,19,8,11,5.5145511590715816e-05,3.211729235166829e-05,0.00011523633925578277
haveani,19,17,2,5.5145511590715816e-05,6.824924624729513e-05,2.0952061682869596e-05
hunter,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
sick,19,4,15,5.5145511590715816e-05,1.6058646175834145e-05,0.00015714046262152196
strateg,19,14,5,5.5145511590715816e-05,5.6205261615419515e-05,5.2380154207173984e-05
substanti,19,6,13,5.5145511590715816e-05,2.408796926375122e-05,0.00013618840093865237
western,19,9,10,5.5145511590715816e-05,3.613195389562683e-05,0.00010476030841434797
pilot,19,17,2,5.5145511590715816e-05,6.824924624729513e-05,2.0952061682869596e-05
cord,19,17,2,5.5145511590715816e-05,6.824924624729513e-05,2.0952061682869596e-05
revolutionari,19,1,18,5.5145511590715816e-05,4.014661543958536e-06,0.00018856855514582635
coach,19,17,2,5.5145511590715816e-05,6.824924624729513e-05,2.0952061682869596e-05
sandra,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
microcap,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
mmcf,19,16,3,5.5145511590715816e-05,6.423458470333658e-05,3.142809252430439e-05
vlagra,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
holli,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
maker,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
theproduct,19,16,3,5.5145511590715816e-05,6.423458470333658e-05,3.142809252430439e-05
athttp,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
bush,19,17,2,5.5145511590715816e-05,6.824924624729513e-05,2.0952061682869596e-05
ronald,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
chart,19,12,7,5.5145511590715816e-05,4.817593852750244e-05,7.333221589004358e-05
oling,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
lack,19,7,12,5.5145511590715816e-05,2.8102630807709757e-05,0.00012571237009721757
swamp,19,2,17,5.5145511590715816e-05,8.029323087917072e-06,0.00017809252430439154
warner,19,17,2,5.5145511590715816e-05,6.824924624729513e-05,2.0952061682869596e-05
honor,19,11,8,5.5145511590715816e-05,4.41612769835439e-05,8.380824673147838e-05
daughter,19,5,14,5.5145511590715816e-05,2.0073307719792683e-05,0.00014666443178008715
crisi,19,15,4,5.5145511590715816e-05,6.021992315937805e-05,4.190412336573919e-05
adopt,19,9,10,5.5145511590715816e-05,3.613195389562683e-05,0.00010476030841434797
mip,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
saloonkeep,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
mjg,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
regulatori,19,14,5,5.5145511590715816e-05,5.6205261615419515e-05,5.2380154207173984e-05
bronco,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
verg,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
levitra,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
flat,19,9,10,5.5145511590715816e-05,3.613195389562683e-05,0.00010476030841434797
pgtt,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
majorwitz,19,19,0,5.5145511590715816e-05,7.62785693352122e-05,0.0
emerson,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
swbell,19,18,1,5.5145511590715816e-05,7.226390779125366e-05,1.0476030841434798e-05
cartridg,19,0,19,5.5145511590715816e-05,0.0,0.00019904458598726116
balfour,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
unsubscript,18,0,18,5.224311624383604e-05,0.0,0.00018856855514582635
reimburs,18,14,4,5.224311624383604e-05,5.6205261615419515e-05,4.190412336573919e-05
presenc,18,5,13,5.224311624383604e-05,2.0073307719792683e-05,0.00013618840093865237
folder,18,14,4,5.224311624383604e-05,5.6205261615419515e-05,4.190412336573919e-05
dougla,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
roster,18,3,15,5.224311624383604e-05,1.204398463187561e-05,0.00015714046262152196
allergi,18,2,16,5.224311624383604e-05,8.029323087917072e-06,0.00016761649346295676
thedeal,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
lord,18,12,6,5.224311624383604e-05,4.817593852750244e-05,6.285618504860878e-05
pocket,18,3,15,5.224311624383604e-05,1.204398463187561e-05,0.00015714046262152196
heat,18,12,6,5.224311624383604e-05,4.817593852750244e-05,6.285618504860878e-05
ina,18,17,1,5.224311624383604e-05,6.824924624729513e-05,1.0476030841434798e-05
southwest,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
rhonda,18,15,3,5.224311624383604e-05,6.021992315937805e-05,3.142809252430439e-05
ranger,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
mandatori,18,14,4,5.224311624383604e-05,5.6205261615419515e-05,4.190412336573919e-05
pge,18,18,0,5.224311624383604e-05,7.226390779125366e-05,0.0
